tweet,autoridades,emojis,caixa_alta,hashtags,termos_tecnicos,repeticoes_pontuacao,verbos_primeira_pessoa,pronomes_primeira_pessoa
"@carlostaurus99 8)⚠️O governo BOLSONARO enfrentou enormes desafios: pandemia e guerra da Ucrânia. E promoveu a maior transferência de renda via auxílios no BR, c/ forte impacto no NORDESTE, c/ responsabilidade fiscal. A economia voltou a crescer em 2022 e DESEMPREGO NO BR JÁ É O MENOR EM 7 ANOS. https://t.co/Gt7gDnJttv","Bolsonaro, Guerra da, Br, Nordeste, Desemprego",⚠,"️O, BOLSONARO, E, BR, NORDESTE, A, DESEMPREGO, NO, BR, JÁ, É, O, MENOR, EM, ANOS",,ucrânia,,,
"@desmentindobozo bolsonaro é collor
collor é bolsonaro","@desmentindobozo bolsonaro, Collor
collor, Bolsonaro",,,,,,,
"@Oliveirasart @Viviane56686263 @nikolas_dm Se Bolsonaro ganhar as eleições, a censura acontecerá, com toda certeza.
Mas se Lula for eleito, ainda teremos a oportunidade de fazer debates nas redes sociais.","@oliveirasart @viviane56686263 @nikolas_dm, Bolsonaro, Lula",,,,,,teremos,
@CanaldoNegaoo Obrigado por relembrar uma parte dos absurdos do Maçonaro,"@canaldonegaoo, Maçonaro",,,,,,,
@sorriso_sc @Claudio66545614 @MiqueiasCampos A pergunta certa é quem mandou o vizinho do Bolsonaro mate a Marielle.,"Bolsonaro, Marielle",,A,,,,,
"@emirsader Tá parecendo eu, achando que o Bolsonaro vai virar na Bahia…","@emirsader tá, Bolsonaro, Bahia",,,,,,,eu
"@jeanwyllys_real Ué? Achei q vc pregasse respeito e apoio à cultura indígena!

Me enganei! 

Falar do Bolsonaro é fácil, quero ver vc ir lá condenar essa tribo por seus cultos e rituais, vai lá pessoalmente cobrar isso na cara do Pagé deles! 
E Boa sorte!🐜🪱","Achei, Bolsonaro, Pagé, Boa","🐜, 🪱",E,,,,"achei, quero",me
"@lucas_delamore Cara eu não acompanho o Lula, não gosto dele e não sei quase nada sobre ele como pessoa, mas ele não perde a linha nem com o Bolsonaro, duvido que tankaria esses fãs. Inclusive não duvidaria o próprio Lula fazer essa brincadeira, ele é de uma geração diferente, então...","@lucas_delamore cara, Lula, Bolsonaro, Lula",,,,,,"acompanho, gosto, sei",eu
@TerraBrasilnot SE FIZER UMA PESQUISA NOS PRESÍDIOS DO BRASIL. QUEM GANHA LULA OU BOLSONARO???,"@terrabrasilnot, Brasil, Quem ganha lula ou bolsonaro?",,"SE, FIZER, UMA, PESQUISA, NOS, PRESÍDIOS, DO, BRASIL, QUEM, GANHA, LULA, OU, BOLSONARO",,,"""?"": 0",,
@UOLNoticias Bem feito para o Bozo kkk,Bozo kkk,,,,,,,
"@VlogdoLisboa Corrige aí guerreiro... Ele é ex-vice de Rui Costa, saiu em março desse ano para ir para base de ACM Neto... Mas msm assim ele tinha dito que faria campanha para o ladrão e mudou de ideia e agora declarou apoio e voto a Bolsonaro. https://t.co/POUxaH1UbI","@vlogdolisboa corrige, Rui costa, Acm neto, Bolsonaro, Https://t.co/pouxah1ubi",,ACM,,,,voto,
"Rindo demais com

 “já arranjei 2 votos pro Bolsonaro” 
“Só 2 arranjei foi 30 patrão” 

Propaganda mais tchola da vida",Bolsonaro,,,,,,,
@joicehasselmann Engraçado... nessa época vc apoiava o Bolsonaro né?  Amiggaaaa vai procurar um médico que ta ficando feio kkkkkk,"Bolsonaro, Amiggaaaa",,,,,,,
"@rosedbarros Sem dúvidas, ele vai, desde as eleições passadas que a única coisa que ele faz é falar contra Bolsonaro, não tem uma proposta se quer, o que ele busca é um abraço de Lula!!!","Bolsonaro, Lula",,,,,"""!"": 0",,
"@felipeneto Falam que o Bolsonaro que é homofóbico por não ter tocado na bandeira 🏳️‍🌈 em uma carreata,mais pelo menos ele nunca chamou ninguém de v1ad0 como o Lula né 🤢 #PTNuncaMais https://t.co/x3SolNLhlB","Bolsonaro, Lula","🏳, 🌈, 🤢",,#PTNuncaMais,,,,
Por que os eleitores de Bolsonaro têm alergia aos Direitos Humanos? Por acaso não são humanos?,"Bolsonaro, Direitos humanos",,,,,,,
"@g4mes_nick @Edu1951MundiaL @drikleema @AppelLuciano Sim! Para derrotar Bolsonaro, lutarei com todas as armas. A opção mais inteligente era derrotar logo no 1 turno. Agora será no 2. Faço parte de um.grupo no zap de apoio à Ciro com 250 membros. Todos votarão 13 dia 30.","@g4mes_nick @edu1951mundial @drikleema @appelluciano, Bolsonaro, Ciro",,A,,whatsappp,,"lutarei, faço",
@77_frota Vc pode até estar mas Bolsonaro não está contigofake,Bolsonaro,,,,contigofake,,,
"@ivanvieira_5 @AndreJanonesAdv E esse é o tipo de vídeo que uso para conseguir voto para p Bolsonaro, poste mais vídeo assim, ganhou um seguidor",P bolsonaro,,E,,,,,
“O Bolsonaro deveria ser mais polido…” Infelizmente muitos preferem falas mansas e mãos leves…,Bolsonaro,,O,,,,,
@Sue77809939 @nikolas_dm Confundiu...Coletor de lixo é o que o povo usa pra comer no governo bozo https://t.co/UGhtcJH5dk,@sue77809939 @nikolas_dm,,,,,,,
"se acha ultra inteligente mas diz que o holodomor é mito, vai longe!",,,,,,,,
"@UOLNoticias Hoje em BH o LADRÃO ameaçando o Gov. ZEMA por não tê-lo apoiado, mas explicitamente o BOLSONARO. Disse que vai retaliar e preterir MG. MINEIROS, vamos juntos dar uma resposta ao MELIANTE. Aqui não, vc vai ter uma derrota acachapante no segundo turno.","Bh, Ladrão, Gov. zema, Bolsonaro, Mg, Meliante",,"BH, LADRÃO, ZEMA, BOLSONARO, MG, MINEIROS, MELIANTE",,,,,
"O Bolsonaro assim quando gastou quase 16 milhões de reais em leite condensado ""a mais tava de promoção ué"" https://t.co/1mNvCJ7qjI",Bolsonaro,,,,,,,
@o_antagonista É verdade o video de bolsonaro dizendo que come carne humana ?,Bolsonaro,,É,,,,,
@GuajajaraSonia @LulaOficial Bolsonaro tera 55%,Bolsonaro,,,,,,,
@fellipebambam Só os heróis estão com o capitão! A escória quer a putaria de volta! Os rouaneteiros de plantão!,@fellipebambam,,A,,,,,
Contra fatos não há Argumento .... Agora me diz se isso é fale news? Fora Petê Fora escória de comunistas e do Partido Vermelho. Bolsonaro 22 quem está comigo e vai votar no Mito digite 22 nós comentários. https://t.co/WybziYFG0r,"Argumento, Partido vermelho, Bolsonaro, Mito, Https://t.co/wybziyfg0r",,,,comigo,,,"me, nós"
"@viniciuscfp82 @monark Ele tá na dúvida, com lula terá maconha liberada, com Bolsonaro terá maconha apreendida.  Simples.","@viniciuscfp82 @monark, Lula, Bolsonaro, Simples",,,,,,,
"@Lcs1975 @Rogeralexbr @LulaOficial Concordo com vc que o Bozo não fez mesmo, quem fez foi Bolsonaro sua anta.🤭🤭","@lcs1975, Bozo, Bolsonaro","🤭, 🤭",,,,,,
@paulogustavo @caiomrb @Breno07881023 @marihallal @jcaetanoleite Mas ninguém disse que o único problema é o supremo. Mais fácil achar aqui quem diz que o único problema é Bolsonaro.,"@caiomrb @breno07881023 @marihallal, Bolsonaro",,,,,,,
"Hj eu vou tuitar p/alguns q me seguem e q irão anular o voto
Eu,assim como vcs iria fazer o msm.
Sei q Bonoro fez e falou mta bosta,foi arrogante.Porém o q tá em jogo nem é o meu e o seu futuro.É o dos nossos filhos e netos.Bonoro é a salvação,não.
Mas o mula é a destruição total","Vcs, Bonoro, Bonoro",,É,,,,sei,"eu, eu"
"@tesoureiros https://t.co/NJESDTz3jP
Vídeo potente
Chega de naturalizar as barbaridades da extrema direita e bolsonaro pela MÍDIA","Https://t.co/njesdtz3jp
vídeo",,MÍDIA,,,,,
Pai registra B.O. contra escola após imagem da filha ser usada pela campanha de Bolsonaro https://t.co/9IV7NzrQnK,Bolsonaro,,B.O.,,,,,
"@LulaOficial Estamos cm vc lula,foi o governo que mais aprovou recursos para o pobre,e as casas populares,agora esse Bolsonaro não fez nada por minas.",Bolsonaro,,,,,,,
Eu acho uma boa quem usa SUS e vai votar no Bolsonaro se matar logo pra poupar tempo,"Sus, Bolsonaro",,SUS,,,,acho,eu
"Carluxo  sorta uma fake news ai talkey  . O LULA  só  cresce  e até eu to pensando em vota nele talkey

Minto  / Fora Bolsonaro  / Janones  / leite moça  / Lula presidente  / Collor https://t.co/QqZfpLouUM","Carluxo, Lula, Minto, Lula, Collor",,"O, LULA",,,,,eu
Bolsonaro APOIA Esquadrão da MORTE que MATAVA CRIANÇAS e ELIMINOU Marielle https://t.co/UvbdbwSkUN via @YouTube,"Bolsonaro, Matava crianças",,"APOIA, MORTE, MATAVA, CRIANÇAS, ELIMINOU",,,,,
@AthenasMGF22 Foi depois desse vídeo que na época eu passei a acompanhar e apoiar o Bolsonaro,Bolsonaro,,,,,,passei,eu
@tiagosantineli Sim. O Bolsonaro é um verme!,Bolsonaro,,O,,,,,
"Quando vc vê, a Mídia, o STF,os ""Artistas"" Esbravejando Contra o Governo Bolsonaro,ai vc entende que o Governo Sempre esteve Certo...
#BolsonaroReeleito","Mídia, Stf, Artistas"" esbravejando contra o governo bolsonaro, Governo, Certo..., Bolsonaroreeleito",,STF,#BolsonaroReeleito,,,,
@apropria_bia Esse ai tá se fingindo de morto e até agora não declarou apoio ao bolsonaro no segundo  turno.,"@apropria_bia, Bolsonaro",,,,,,,
"@Vera18729150 @Marcinha_Mazz @jairbolsonaro Quanto custa na sua cidade o litro da gasolina, do etanol, do leite, da cesta básica... abaixou pós pandemia!!! Então, foi o Presidente que conseguiu essas baixas de preços e não vai ser o 'L'adrão que vai te dar picanha e, sim, é o seu trabalho garantido pelo Bolsonaro e Guedes!","Pandemia!!, Presidente, L'adrão, Bolsonaro, Guedes",,,,,"""!"": 0",,
